iter	RMSE
0	0.09213169866
1	0.08884081009
2	0.0856303391
3	0.08259930306
4	0.07980507283
5	0.07710857705
6	0.07452499893
7	0.07208432626
8	0.06980023187
9	0.0677007282
10	0.06570540102
11	0.06380731986
12	0.06200809162
13	0.06033968458
14	0.05875502291
15	0.05724652225
16	0.05589378192
17	0.05455498011
18	0.05334539234
19	0.05230391862
20	0.05117358162
21	0.05011987303
22	0.0491700422
23	0.04826606692
24	0.04742842826
25	0.04665134557
26	0.04595776889
27	0.04528512222
28	0.04464145782
29	0.04401036525
30	0.0435480516
31	0.04310867296
32	0.04272059817
33	0.04236266769
34	0.04195093504
35	0.04162349425
36	0.04122989765
37	0.04085604238
38	0.04051438097
39	0.04024613999
40	0.03995455145
41	0.03974163134
42	0.03952210648
43	0.03932579236
44	0.03910136912
45	0.03893132911
46	0.03882764813
47	0.03863091073
48	0.03849752423
49	0.03837070772
50	0.03825427803
51	0.03817958421
52	0.03807573407
53	0.03795579038
54	0.03787812627
55	0.03777493769
56	0.03768585387
57	0.03755382565
58	0.03746701268
59	0.03736277315
60	0.03731530979
61	0.03724520094
62	0.03719952705
63	0.03713771851
64	0.03707570828
65	0.0370493634
66	0.03698619291
67	0.03693392558
68	0.03691723071
69	0.03689588113
70	0.03686620205
71	0.03683537764
72	0.03677428708
73	0.03668140864
74	0.03665915095
75	0.03663032751
76	0.0366174467
77	0.03655314329
78	0.03653602515
79	0.0365229265
80	0.03648815658
81	0.03645268067
82	0.03643443669
83	0.03639359815
84	0.03635328781
85	0.03629577835
86	0.03627856447
87	0.03625346619
88	0.03623925419
89	0.0362234132
90	0.03619915037
91	0.03616995045
92	0.03616643488
93	0.03614799882
94	0.03614481048
95	0.03612800108
96	0.0361180467
97	0.03608352463
98	0.03607641667
99	0.03606736471
100	0.03601606381
101	0.03601019523
102	0.03599528749
103	0.03595870309
104	0.03595825036
105	0.03595390826
106	0.03592078972
107	0.03592050223
108	0.03590423897
109	0.03590379954
110	0.03589463812
111	0.03589138132
112	0.03589119349
113	0.03587561861
114	0.03587546269
115	0.03583962042
116	0.03583641265
117	0.03578698709
118	0.03574201205
119	0.03573109915
120	0.03572821284
121	0.03572523595
122	0.03572174889
123	0.03572038569
124	0.03572013071
125	0.03571772741
126	0.03571762501
127	0.03571758284
128	0.03571754268
129	0.03571750654
130	0.03568393547
131	0.03568391135
132	0.03568387317
133	0.03568385307
134	0.03568169655
135	0.03568168047
136	0.03565690019
137	0.0356567956
138	0.03562817171
139	0.03558916872
140	0.03558200635
141	0.03557175806
142	0.03557175201
143	0.03557005039
144	0.03557004636
145	0.03557004031
146	0.03554408663
147	0.03554408462
148	0.03554408058
149	0.03554407654
150	0.0355439232
151	0.03554254309
152	0.03554241799
153	0.0355409329
154	0.03554093088
155	0.03554092887
156	0.03554081587
157	0.03554071498
158	0.03552011287
159	0.03552007249
160	0.03550107048
161	0.035499218
162	0.03549913517
163	0.03549816344
164	0.03548619945
165	0.03548120534
166	0.03545982037
167	0.0354180727
168	0.03541720404
169	0.03541716962
170	0.03541705622
171	0.03541151974
172	0.03538838636
173	0.03538834785
174	0.03538829314
175	0.03538825463
176	0.03538820397
177	0.03538817965
178	0.03538815736
179	0.03538813709
180	0.03538810872
181	0.0353880844
182	0.03538804793
183	0.03538803374
184	0.03537927391
185	0.03536417117
186	0.03534902344
187	0.0353466862
188	0.03534550535
189	0.03534441374
190	0.03534438736
191	0.03534436504
192	0.03534430417
193	0.03532553446
194	0.03532552634
195	0.03532546544
196	0.03527979432
197	0.03527972521
198	0.03527971911
199	0.03527969065
200	0.03527401469
201	0.0352739476
202	0.03526535058
203	0.03524013713
204	0.03523409454
205	0.03520882407
206	0.03520789118
207	0.03519650296
208	0.03519562883
209	0.03519482395
210	0.03519370321
211	0.03516102715
212	0.03516027247
213	0.03515957286
214	0.03514949317
215	0.03514884026
216	0.03514823632
217	0.03514798739
218	0.03513864932
219	0.03513837788
220	0.03513781457
221	0.03511565682
222	0.03511509723
223	0.03511418839
224	0.03510335612
225	0.03509238562
226	0.03509156611
227	0.03502648637
228	0.0350262591
229	0.03500333209
230	0.03498450039
231	0.03498400636
232	0.03498378906
233	0.03498372141
234	0.03498354306
235	0.0349600793
236	0.03495957262
