iter	RMSE
0	0.08687380899
1	0.08160761478
2	0.07740187363
3	0.07293273794
4	0.06900446341
5	0.06536258996
6	0.06201103382
7	0.05907752503
8	0.05631878933
9	0.05373140377
10	0.05151720499
11	0.04988692497
12	0.04822057286
13	0.04693204098
14	0.04541813371
15	0.04412008885
16	0.04303681873
17	0.04196017393
18	0.04120308639
19	0.04048325194
20	0.0397640916
21	0.03916877087
22	0.03863608612
23	0.03819400178
24	0.03783632129
25	0.03754105348
26	0.03726755314
27	0.03693923194
28	0.03655762804
29	0.03633333003
30	0.03613013295
31	0.03588900546
32	0.03573671054
33	0.03545006071
34	0.03527102184
35	0.03514584491
36	0.03501575804
37	0.03488930147
38	0.03479464386
39	0.03472545365
40	0.03467423358
41	0.03462441043
42	0.03457778951
43	0.03452164849
44	0.03448618758
45	0.03443396391
46	0.03441000452
47	0.03439605039
48	0.03436802392
49	0.03436227042
50	0.03433799995
51	0.0343142651
52	0.03430877746
53	0.03428375791
54	0.03426245128
55	0.03424229587
56	0.03423657885
57	0.03422753585
58	0.03408203969
59	0.03406961209
60	0.03406852169
61	0.03405570274
62	0.03405487935
63	0.03404945627
64	0.03404886336
65	0.03404270201
66	0.03403131689
67	0.03403061935
68	0.03394538796
69	0.03394213956
70	0.03394188813
71	0.03391311733
72	0.03390752353
73	0.03390737547
74	0.03384976876
75	0.03384964059
76	0.03384954101
77	0.03384945944
78	0.03384937258
79	0.03384931643
80	0.03384926558
81	0.03384919249
82	0.03384914164
83	0.03384909715
84	0.03363038408
85	0.03363035636
86	0.0336303233
87	0.03363030411
88	0.03363028919
89	0.03363027639
90	0.03363026679
91	0.0336302476
92	0.03363023161
93	0.03363021668
94	0.03363020389
95	0.03363019962
96	0.03363019322
97	0.0336301815
98	0.0336301783
99	0.0336301687
100	0.0336301655
101	0.03363016337
102	0.03363015591
103	0.03363014951
104	0.03363014418
105	0.03363014418
106	0.03363014098
107	0.03363013885
108	0.03363013565
109	0.03363013565
110	0.03363013458
111	0.03363013351
112	0.03363013351
113	0.03363013032
114	0.03363012818
115	0.03363012605
116	0.03363012392
117	0.03363012179
118	0.03363012179
119	0.03363011965
120	0.03363011752
