iter	RMSE
0	0.08645422884
1	0.08124362795
2	0.07653650437
3	0.07218942843
4	0.06822918675
5	0.06470580836
6	0.06138579089
7	0.05836916054
8	0.05572361886
9	0.05340860313
10	0.05152557365
11	0.04945987866
12	0.04751610921
13	0.04605968622
14	0.04480931596
15	0.04367341284
16	0.04263947719
17	0.04171205253
18	0.0407748616
19	0.03997400637
20	0.03928168505
21	0.03865549907
22	0.03811846628
23	0.03760057123
24	0.0371447204
25	0.03683984536
26	0.03655003582
27	0.03621144926
28	0.03593284475
29	0.03573499667
30	0.03556433958
31	0.03538516619
32	0.0351805068
33	0.0350354263
34	0.03490393685
35	0.03478555768
36	0.03464766006
37	0.03452499944
38	0.03444555503
39	0.0343871934
40	0.03432432495
41	0.03427323815
42	0.03420862597
43	0.03412420393
44	0.03407811148
45	0.0340411018
46	0.03395361193
47	0.03393040959
48	0.03390087194
49	0.03388436566
50	0.03385313681
51	0.03378519788
52	0.03373975275
53	0.03365165415
54	0.03363697082
55	0.03360153671
56	0.03359189509
57	0.03357168728
58	0.03356891053
59	0.03356652982
60	0.03356448755
61	0.0335473808
62	0.03344260759
63	0.03341175453
64	0.03339532427
65	0.03339140227
66	0.03338017805
67	0.03337539168
68	0.03336618222
69	0.03335885861
70	0.0333499972
71	0.03333803421
72	0.03332776236
73	0.03332539454
74	0.03332264138
75	0.03332028181
76	0.03331700417
77	0.03327813538
78	0.03327466719
79	0.03327408427
80	0.03316479839
81	0.03315782172
82	0.03315740867
83	0.03307286596
84	0.03306891655
85	0.03306776297
86	0.03306747566
87	0.03306000996
88	0.03305528027
89	0.03305526725
90	0.03305507202
91	0.03305506226
92	0.03305482256
93	0.03305267382
94	0.03305266189
95	0.03304849527
96	0.03303895162
97	0.03303740524
98	0.03303737919
99	0.03303708076
100	0.03303690712
101	0.03303517181
102	0.03303491785
103	0.03303491459
104	0.03303481692
105	0.03303481366
106	0.0330348104
107	0.03303460963
108	0.03303035389
109	0.03303035389
110	0.0330244095
111	0.03302433676
112	0.03302433676
113	0.03302428465
114	0.03302422385
115	0.03302418369
116	0.03284543328
117	0.03284543
118	0.03284542564
119	0.03284542455
120	0.03284542455
121	0.03284538853
122	0.03284535796
123	0.03284533831
124	0.03284530775
125	0.03284528264
126	0.0327407714
127	0.03274075388
128	0.03274074402
129	0.03274072759
130	0.0326558011
131	0.03265578683
132	0.03265578353
133	0.03265577255
134	0.03265576487
135	0.03265575718
136	0.03265575279
137	0.0326557484
138	0.03265574401
139	0.03265574071
140	0.03265573632
141	0.03265573303
142	0.03265573083
143	0.03265572644
144	0.03265571985
145	0.03265571766
146	0.03265571437
147	0.03265570888
148	0.03265570229
149	0.03265570119
150	0.03265570009
151	0.0326556979
152	0.03265569241
153	0.03265569131
154	0.03265568802
155	0.03265568692
156	0.03265568033
157	0.03265567704
158	0.03265567704
159	0.03265567484
160	0.03265567265
161	0.03265567155
162	0.03265567155
163	0.03265566825
164	0.03265566716
165	0.03265566606
166	0.03265565947
167	0.03265565837
168	0.03265565837
169	0.03265565837
170	0.03265565398
171	0.03265565508
172	0.03265565398
173	0.03265565288
174	0.03265564739
175	0.0326556463
176	0.0326556441
177	0.032655643
178	0.0326556419
179	0.03265563861
180	0.03265563861
181	0.03265563971
182	0.03265563861
183	0.03265563641
184	0.03265563641
185	0.03265563532
186	0.03265563422
187	0.03265563312
188	0.03265563093
189	0.03265563202
190	0.03265563093
191	0.03265563202
192	0.03265562983
193	0.03265562983
194	0.03265562983
195	0.03265562983
196	0.03265563093
197	0.03265562873
198	0.03265562653
199	0.03265562763
200	0.03265562544
201	0.03265562434
202	0.03265562324
203	0.03265562324
204	0.03265562214
205	0.03265562104
206	0.03265562324
207	0.03265562214
208	0.03265562214
209	0.03265562104
210	0.03265562104
211	0.03265562104
212	0.03265561995
213	0.03265561995
214	0.03265561995
215	0.03265561995
216	0.03265561995
217	0.03265561885
218	0.03265561665
219	0.03265561995
220	0.03265561885
221	0.03265561665
222	0.03265561446
223	0.03265561555
