year,selling_price,present_price,km_driven,mileage,engine,max_power,seats
0.8378378378378386,0.032532532532532576,0.1542920657720303,0.011438044174515383,0.0,0.0,0.0,0.0
0.8108108108108141,0.04654654654654655,0.26331748918506465,0.0182163954761283,0.0,0.0,0.0,0.0
0.9189189189189193,0.07157157157157157,0.2718742124963325,0.0029227403518641837,0.0,0.0,0.0,0.0
0.7567567567567579,0.027527527527527573,0.11454598800606902,0.0022025405260677755,0.0,0.0,0.0,0.0
0.8378378378378386,0.04504494494494499,0.18962191267510697,0.01798338965013535,0.0,0.0,0.0,0.0
0.9459459459459438,0.09159159159159158,0.2713221836384719,0.0008769491996460932,0.0,0.0,0.0,0.0
0.8648648648648631,0.06656656656656657,0.22412344027696396,0.007962444544613367,0.0,0.0,0.0,0.0
0.8648648648648631,0.06406406406406406,0.23764842330897695,0.014161670456894704,0.0,0.0,0.0,0.0
0.8918918918918948,0.08658658658658658,0.24537682731902494,0.008588171099143505,0.0,0.0,0.0,0.0
0.8648648648648631,0.07357357357357358,0.2462048706058158,0.017948226952758217,0.0,0.0,0.0,0.0
0.9189189189189193,0.027527527527527573,0.09936519441490321,0.0009040626048525402,0.0,0.0,0.0,0.0
0.8648648648648631,0.0675675675675676,0.2865029772296377,0.02160557112693473,0.0,0.0,0.0,0.0
0.8648648648648631,0.07407407407407407,0.27435834235670503,0.006354280698305681,0.0,0.0,0.0,0.0
0.8648648648648631,0.060060060060060094,0.2128071247052511,0.011014397218164551,0.0,0.0,0.0,0.0
0.7027027027027017,0.021521521521521536,0.19900640325873675,0.03280128924241754,0.0,0.0,0.0,0.0
0.8918918918918948,0.07657657657657657,0.2978195688157794,0.0182163954761283,0.0,0.0,0.0,0.0
0.8648648648648631,0.07157157157157157,0.2978195688157794,0.017656334199832535,0.0,0.0,0.0,0.0
0.8918918918918948,0.07657657657657657,0.2978195688157794,0.0182163954761283,0.0,0.0,0.0,0.0
0.8648648648648631,0.03153153153153154,0.14049134432551597,0.015039043303497257,0.0,0.0,0.0,0.0
0.7297297297297334,0.02552552552552556,0.2202595142863688,0.017556353518133727,0.0,0.0,0.0,0.0
0.8918918918918948,0.027527527527527573,0.10902569942746326,0.010590750261813775,0.0,0.0,0.0,0.0
0.9189189189189193,0.048048048048048075,0.15760423891919373,0.0010163290482855247,0.0,0.0,0.0,0.0
0.7567567567567579,0.04304304304304307,0.22108755757315968,0.021181924170583954,0.0,0.0,0.0,0.0
0.8378378378378386,0.024024024024024038,0.09550099240987919,0.019182310536608127,0.0,0.0,0.0,0.0
0.8108108108108141,0.028028028028028062,0.12172236315825646,0.024096191583321158,0.0,0.0,0.0,0.0
0.7567567567567579,0.02902902902902904,0.1377312000362131,0.008472515480059728,0.0,0.0,0.0,0.0
0.8108108108108141,0.04054054054054057,0.16202046978207835,0.023358622232314386,0.0,0.0,0.0,0.0
