year,selling_price,present_price,km_driven,mileage,engine,max_power,seats
0.8648648648648631,0.044044044044044,0.0,0.0350330614084735,0.0,0.0,0.0,0.0
1.0,0.049049049049049,0.0,0.0063542806983056,0.5676190476190476,0.3326859045504994,0.209575,0.3571428571428571
0.9459459459459438,0.0765765765765765,0.0,0.0148272198253218,0.0,0.0,0.0,0.0
0.9459459459459438,0.2467467467467468,0.0,0.0008468702657452,0.4,0.5504994450610433,0.375,0.3571428571428571
0.8648648648648631,0.054054054054054,0.0,0.0410933311190718,0.0,0.0,0.0,0.0
0.7567567567567579,0.029029029029029,0.0,0.0296548632976,0.3316666666666666,0.6046059933407325,0.345075,0.5
0.8918918918918948,0.039039039039039,0.0,0.0338913328611081,0.0,0.0,0.0,0.0
0.9459459459459438,0.079079079079079,0.0,0.0296548632976,0.4402380952380951,0.4142619311875694,0.25,0.5
0.9459459459459438,0.0520520520520521,0.0,0.0220292180832855,0.4092857142857143,0.3321309655937847,0.20465,0.3571428571428571
0.8108108108108141,0.0215215215215215,0.0,0.0317730980793541,0.5023809523809524,0.2258601553829078,0.138,0.3571428571428571
0.5135135135135158,0.007007007007007,0.0,0.0169454546070758,0.0,0.0,0.0,0.0
0.9459459459459438,0.0700700700700701,0.0,0.0177927485197774,0.4428571428571429,0.3321309655937847,0.204575,0.3571428571428571
0.7837837837837824,0.031031031031031,0.0,0.0338913328611081,0.0,0.0,0.0,0.0
0.8378378378378386,0.02002002002002,0.0,0.0296548632976,0.5023809523809524,0.2258601553829078,0.138,0.3571428571428571
0.8648648648648631,0.054054054054054,0.0,0.0072439393066424,0.0,0.0,0.0,0.0
0.8648648648648631,0.0128128128128128,0.0,0.0508372111151403,0.0,0.0,0.0,0.0
0.9189189189189192,0.074074074074074,0.0,0.007648098503001,0.0,0.0,0.0,0.0
0.8108108108108141,0.021021021021021,0.0,0.0423642719881242,0.0,0.0,0.0,0.0
0.9729729729729756,0.059059059059059,0.0,0.0042360459165516,0.505,0.3321309655937847,0.2045,0.3571428571428571
0.9189189189189192,0.056056056056056,0.0,0.0084725154800597,0.4499999999999999,0.3321309655937847,0.20465,0.3571428571428571
0.5405405405405403,0.003003003003003,0.0,0.0381278024246162,0.0,0.0,0.0,0.0
0.8378378378378386,0.02002002002002,0.0,0.0296548632976,0.0,0.0,0.0,0.0
0.8918918918918948,0.027027027027027,0.0,0.0466007415516323,0.4333333333333333,0.3462819089900111,0.18435,0.5
0.9189189189189192,0.2742742742742743,0.0,0.0173691015634266,0.0,0.0,0.0,0.0
0.8918918918918948,0.0635635635635635,0.0,0.0046596928729024,0.3404761904761905,0.4433962264150943,0.25875,0.3571428571428571
0.9459459459459438,0.084084084084084,0.0,0.0271129815594952,0.4916666666666666,0.4056603773584906,0.258125,0.3571428571428571
0.9189189189189192,0.0500499499499499,0.0,0.0381278024246162,0.4795238095238095,0.3321309655937847,0.20465,0.3571428571428571
0.8378378378378386,0.0455455455455455,0.0,0.0115367539153451,0.6523809523809523,0.4156492785793563,0.246575,0.3571428571428571
0.7567567567567579,0.0327327327327327,0.0,0.0601574441548581,0.3261904761904761,0.6046059933407325,0.34525,0.5
0.8918918918918948,0.0515515515515515,0.0,0.0148272198253218,0.0,0.0,0.0,0.0
0.8378378378378386,0.1741741741741742,0.0,0.0127089850435678,0.3095238095238095,0.8274139844617092,0.42125,0.5
0.7567567567567579,0.0181181181181181,0.0,0.0296548632976,0.3202380952380952,0.3013318534961154,0.15525,0.3571428571428571
0.7837837837837824,0.015015015015015,0.0,0.0211819241705839,0.0,0.0,0.0,0.0
0.8648648648648631,0.0424424424424424,0.0,0.0508372111151403,0.3233333333333333,0.6933962264150944,0.181,0.7142857142857142
0.8918918918918948,0.089089089089089,0.0,0.0466007415516323,0.4683333333333333,0.4389567147613762,0.3155,0.3571428571428571
0.9459459459459438,0.4594594594594595,0.0,0.0025414580911484,0.4261904761904761,0.5946170921198668,0.425,0.3571428571428571
0.7567567567567579,0.0220219219219219,0.0,0.0444825067698783,0.4571428571428571,0.4053829078801332,0.1624999999999999,0.3571428571428571
0.9189189189189192,0.079079079079079,0.0,0.0148272198253218,0.6521428571428571,0.3462819089900111,0.185,0.3571428571428571
0.8378378378378386,0.023023023023023,0.0,0.0338913328611081,0.5702380952380952,0.2769145394006659,0.167625,0.3571428571428571
0.9459459459459438,0.2467467467467468,0.0,0.0008468702657452,0.4,0.5504994450610433,0.375,0.3571428571428571
0.9459459459459438,0.0400399399399399,0.0,0.0148272198253218,0.5478571428571428,0.2771920088790233,0.1674999999999999,0.3571428571428571
0.7297297297297334,0.0175175175175175,0.0,0.0362501991140694,0.4404761904761904,0.3881798002219755,0.17,0.3571428571428571
0.9729729729729756,0.054054054054054,0.0,0.0063542806983056,0.4833333333333333,0.3326859045504994,0.2099999999999999,0.3571428571428571
0.7837837837837824,0.0720720720720721,0.0,0.1059113154407452,0.3092857142857143,0.6920088790233074,0.25,0.5
0.8108108108108141,0.0220219219219219,0.0,0.0211819241705839,0.0,0.0,0.0,0.0
0.5945945945945965,0.0165165165165165,0.0,0.1059113154407452,0.0,0.0,0.0,0.0
0.9189189189189192,0.061061061061061,0.0,0.0156745137380234,0.5002380952380953,0.3321309655937847,0.2045,0.3571428571428571
0.9729729729729756,0.076976976976977,0.0,0.0029786617501024,0.4523809523809523,0.3326859045504994,0.2219,0.3571428571428571
0.8648648648648631,0.0315315315315315,0.0,0.0423642719881242,0.0,0.0,0.0,0.0
0.4594594594594596,0.0035992992992993,0.0,0.0381278024246162,0.469047619047619,0.220865704772475,0.11575,0.3571428571428571
0.6756756756756772,0.032032032032032,0.0,0.0820273709825558,0.3047619047619048,0.6920088790233074,0.255,0.5714285714285714
0.7837837837837824,0.009009009009009,0.0,0.0211819241705839,0.0,0.0,0.0,0.0
0.8648648648648631,0.039039039039039,0.0,0.0368568615555637,0.0,0.0,0.0,0.0
0.8918918918918948,0.063063063063063,0.0,0.0338913328611081,0.5838095238095238,0.3462819089900111,0.22125,0.5
0.7837837837837824,0.02002002002002,0.0,0.0321967450357049,0.4847619047619047,0.3321309655937847,0.19725,0.3571428571428571
0.7567567567567579,0.032032032032032,0.0,0.0423642719881242,0.0,0.0,0.0,0.0
0.6756756756756772,0.0101101101101101,0.0,0.0466007415516323,0.3714285714285714,0.4400665926748058,0.2617,0.3571428571428571
0.8648648648648631,0.0455455455455455,0.0,0.0254183937340919,0.0,0.0,0.0,0.0
0.8108108108108141,0.0400399399399399,0.0,0.0190636893888299,0.5616666666666666,0.3784683684794672,0.16765,0.3571428571428571
0.7837837837837824,0.0025025025025025,0.0,0.0148272198253218,0.0,0.0,0.0,0.0
0.8378378378378386,0.0715715715715715,0.0,0.0571919154604025,0.0,0.0,0.0,0.0
0.8648648648648631,0.039039039039039,0.0,0.0169454546070758,0.0,0.0,0.0,0.0
0.8648648648648631,0.029029029029029,0.0,0.0429997424226504,0.5033333333333333,0.4156492785793563,0.2588,0.3571428571428571
0.9459459459459438,0.066066066066066,0.0,0.0635466198056646,0.5616666666666666,0.3784683684794672,0.167625,0.3571428571428571
1.0,0.069069069069069,0.0,0.0005926820919347,0.0,0.0,0.0,0.0
0.9729729729729756,0.079079079079079,0.0,0.0047613681424266,0.0,0.0,0.0,0.0
0.8918918918918948,0.049049049049049,0.0,0.0063542806983056,0.4857142857142856,0.3321309655937847,0.2045,0.3571428571428571
0.7027027027027017,0.0355355355355355,0.0,0.0466007415516323,0.2807142857142857,0.6046059933407325,0.3,0.5714285714285714
0.8648648648648631,0.0450449449449449,0.0,0.0423642719881242,0.6,0.3462819089900111,0.185,0.3571428571428571
0.8648648648648631,0.0475474474474474,0.0,0.0317730980793541,0.473095238095238,0.4053829078801332,0.2095,0.3571428571428571
